# Source: US Census Bureau - Population Estimates (2023)
city,state
Munford,Tennessee
Murfreesboro,Tennessee
Nashville-Davidson metropolitan government (balance),Tennessee
Newbern,Tennessee
New Hope,Tennessee
New Johnsonville,Tennessee
New Market,Tennessee
Newport,Tennessee
New Tazewell,Tennessee
Niota,Tennessee
Nolensville,Tennessee
Normandy,Tennessee
Norris,Tennessee
Oakdale,Tennessee
Oak Hill,Tennessee
Oakland,Tennessee
Oak Ridge,Tennessee
Obion,Tennessee
Oliver Springs,Tennessee
Oneida,Tennessee
Orlinda,Tennessee
Orme,Tennessee
Palmer,Tennessee
Paris,Tennessee
Parker's Crossroads,Tennessee
Parrottsville,Tennessee
Parsons,Tennessee
Pegram,Tennessee
Petersburg,Tennessee
Philadelphia,Tennessee
Pigeon Forge,Tennessee
Pikeville,Tennessee
Piperton,Tennessee
Pittman Center,Tennessee
Plainview,Tennessee
Pleasant Hill,Tennessee
Pleasant View,Tennessee
Portland,Tennessee
Powells Crossroads,Tennessee
Pulaski,Tennessee
Puryear,Tennessee
Ramer,Tennessee
Red Bank,Tennessee
Red Boiling Springs,Tennessee
Ridgely,Tennessee
Ridgeside,Tennessee
Ridgetop,Tennessee
Ripley,Tennessee
Rives,Tennessee
Rockford,Tennessee
Rockwood,Tennessee
Rocky Top,Tennessee
Rogersville,Tennessee
Rossville,Tennessee
Rutherford,Tennessee
Rutledge,Tennessee
St. Joseph,Tennessee
Saltillo,Tennessee
Samburg,Tennessee
Sardis,Tennessee
Saulsbury,Tennessee
Savannah,Tennessee
Scotts Hill,Tennessee
Selmer,Tennessee
Sevierville,Tennessee
Sharon,Tennessee
Shelbyville,Tennessee
Signal Mountain,Tennessee
Silerton,Tennessee
Slayden,Tennessee
Smithville,Tennessee
Smyrna,Tennessee
Sneedville,Tennessee
Soddy-Daisy,Tennessee
Somerville,Tennessee
South Carthage,Tennessee
South Fulton,Tennessee
South Pittsburg,Tennessee
Sparta,Tennessee
Spencer,Tennessee
Spring,Tennessee
Springfield,Tennessee
Spring Hill,Tennessee
Stanton,Tennessee
Stantonville,Tennessee
Sunbright,Tennessee
Surgoinsville,Tennessee
Sweetwater,Tennessee
Tazewell,Tennessee
Tellico Plains,Tennessee
Tennessee Ridge,Tennessee
Thompson's Station,Tennessee
Three Way,Tennessee
Tiptonville,Tennessee
Toone,Tennessee
Townsend,Tennessee
Tracy,Tennessee
Trenton,Tennessee
Trezevant,Tennessee
Trimble,Tennessee
Troy,Tennessee
Tullahoma,Tennessee
Tusculum,Tennessee
Unicoi,Tennessee
Union,Tennessee
Vanleer,Tennessee
Viola,Tennessee
Vonore,Tennessee
Walden,Tennessee
Wartburg,Tennessee
Wartrace,Tennessee
Watauga,Tennessee
Watertown,Tennessee
Waverly,Tennessee
Waynesboro,Tennessee
Westmoreland,Tennessee
White Bluff,Tennessee
White House,Tennessee
White Pine,Tennessee
Whiteville,Tennessee
Whitwell,Tennessee
Williston,Tennessee
Winchester,Tennessee
Winfield,Tennessee
Woodbury,Tennessee
Woodland Mills,Tennessee
Yorkville,Tennessee
Abbott,Texas
Abernathy,Texas
Abilene,Texas
Ackerly,Texas
Addison,Texas
Adrian,Texas
Agua Dulce,Texas
Alamo,Texas
Alamo Heights,Texas
Alba,Texas
Albany,Texas
Aledo,Texas
Alice,Texas
Allen,Texas
Alma,Texas
Alpine,Texas
Alto,Texas
Alton,Texas
Alvarado,Texas
Alvin,Texas
Alvord,Texas
Amarillo,Texas
Ames,Texas
Amherst,Texas
Anahuac,Texas
Anderson,Texas
Andrews,Texas
Angleton,Texas
Angus,Texas
Anna,Texas
Annetta,Texas
Annetta North,Texas
Annetta South,Texas
Annona,Texas
Anson,Texas
Anthony,Texas
Anton,Texas
Appleby,Texas
Aquilla,Texas
Aransas Pass,Texas
Archer,Texas
Arcola,Texas
Argyle,Texas
Arlington,Texas
Arp,Texas
Asherton,Texas
Aspermont,Texas
Athens,Texas
Atlanta,Texas
Aubrey,Texas
Aurora,Texas
Austin,Texas
Austwell,Texas
Avery,Texas
Avinger,Texas
Azle,Texas
Bailey,Texas
Bailey's Prairie,Texas
Baird,Texas
Balch Springs,Texas
Balcones Heights,Texas
Ballinger,Texas
Balmorhea,Texas
Bandera,Texas
Bangs,Texas
Bardwell,Texas
Barry,Texas
Barstow,Texas
Bartlett,Texas
Bartonville,Texas
Bastrop,Texas
Bay,Texas
Bayou Vista,Texas
Bayside,Texas
Baytown,Texas
Bayview,Texas
Beach,Texas
Bear Creek,Texas
Beasley,Texas
Beaumont,Texas
Beckville,Texas
Bedford,Texas
Bedias,Texas
Bee Cave,Texas
Beeville,Texas
Bellaire,Texas
Bellevue,Texas
Bellmead,Texas
Bells,Texas
Bellville,Texas
Belton,Texas
Benavides,Texas
Benbrook,Texas
Benjamin,Texas
Berryville,Texas
Bertram,Texas
Beverly Hills,Texas
Bevil Oaks,Texas
Big Lake,Texas
Big Sandy,Texas
Big Spring,Texas
Big Wells,Texas
Bishop,Texas
Bishop Hills,Texas
Blackwell,Texas
Blanco,Texas
Blanket,Texas
Bloomburg,Texas
Blooming Grove,Texas
Blossom,Texas
Blue Mound,Texas
Blue Ridge,Texas
Blum,Texas
Boerne,Texas
Bogata,Texas
Bonham,Texas
Bonney,Texas
Booker,Texas
Borger,Texas
Bovina,Texas
Bowie,Texas
Boyd,Texas
Brackettville,Texas
Brady,Texas
Brazoria,Texas
Brazos Country,Texas
Breckenridge,Texas
Bremond,Texas
Brenham,Texas
Briarcliff,Texas
Briaroaks,Texas
Bridge,Texas
Bridgeport,Texas
Broaddus,Texas
Bronte,Texas
Brookshire,Texas
Brookside,Texas
Browndell,Texas
Brownfield,Texas
Brownsboro,Texas
Brownsville,Texas
Brownwood,Texas
Bruceville-Eddy,Texas
Bryan,Texas
Bryson,Texas
Buckholts,Texas
Buda,Texas
Buffalo,Texas
Buffalo Gap,Texas
Buffalo Springs,Texas
Bullard,Texas
Bulverde,Texas
Bunker Hill,Texas
Burkburnett,Texas
Burke,Texas
Burleson,Texas
Burnet,Texas
Burton,Texas
Byers,Texas
Bynum,Texas
Cactus,Texas
Caddo Mills,Texas
Caldwell,Texas
Callisburg,Texas
Calvert,Texas
Cameron,Texas
Campbell,Texas
Camp Wood,Texas
Canadian,Texas
Caney,Texas
Canton,Texas
Canyon,Texas
Carbon,Texas
Carl's Corner,Texas
Carmine,Texas
Carrizo Springs,Texas
Carrollton,Texas
Carthage,Texas
Cashion Community,Texas
Castle Hills,Texas
Castroville,Texas
Cedar Hill,Texas
Cedar Park,Texas
Celeste,Texas
Celina,Texas
Center,Texas
Centerville,Texas
Chandler,Texas
Channing,Texas
Charlotte,Texas
Chester,Texas
Chico,Texas
Childress,Texas
Chillicothe,Texas
China,Texas
China Grove,Texas
Chireno,Texas
Christine,Texas
Cibolo,Texas
Cisco,Texas
Clarendon,Texas
Clarksville,Texas
Claude,Texas
Clear Lake Shores,Texas
Cleburne,Texas
Cleveland,Texas
Clifton,Texas
Clint,Texas
Clute,Texas
Clyde,Texas
Coahoma,Texas
Cockrell Hill,Texas
Coffee,Texas
Coldspring,Texas
Coleman,Texas
College Station,Texas
Colleyville,Texas
Collinsville,Texas
Colmesneil,Texas
Colorado,Texas
Columbus,Texas
Comanche,Texas
Combes,Texas
Combine,Texas
Commerce,Texas
Como,Texas
Conroe,Texas
Converse,Texas
Cool,Texas
Coolidge,Texas
Cooper,Texas
Coppell,Texas
Copperas Cove,Texas
Copper Canyon,Texas
Corinth,Texas
Corpus Christi,Texas
Corral,Texas
Corrigan,Texas
Corsicana,Texas
Cottonwood,Texas
Cottonwood Shores,Texas
Cotulla,Texas
Coupland,Texas
Cove,Texas
Covington,Texas
Coyote Flats,Texas
Crandall,Texas
Crane,Texas
Cranfills Gap,Texas
Crawford,Texas
Creedmoor,Texas
Cresson,Texas
Crockett,Texas
Crosbyton,Texas
Cross Plains,Texas
Cross Roads,Texas
Cross Timber,Texas
Crowell,Texas
Crowley,Texas
Crystal,Texas
Cuero,Texas
Cumby,Texas
Cuney,Texas
Cushing,Texas
Cut and Shoot,Texas
Daingerfield,Texas
Daisetta,Texas
Dalhart,Texas
Dallas,Texas
Dalworthington Gardens,Texas
Danbury,Texas
Darrouzett,Texas
Dawson,Texas
Dayton,Texas
Dayton Lakes,Texas
Dean,Texas
Decatur,Texas
DeCordova,Texas
Deer Park,Texas
De Kalb,Texas
De Leon,Texas
Dell,Texas
Del Rio,Texas
Denison,Texas
Dennis,Texas
Denton,Texas
Denver,Texas
Deport,Texas
DeSoto,Texas
Detroit,Texas
Devers,Texas
Devine,Texas
Diboll,Texas
Dickens,Texas
Dickinson,Texas
Dilley,Texas
Dimmitt,Texas
DISH,Texas
Dodd,Texas
Dodson,Texas
Domino,Texas
Donna,Texas
Dorchester,Texas
Double Oak,Texas
Double Horn,Texas
Douglassville,Texas
Dripping Springs,Texas
Driscoll,Texas
Dublin,Texas
Dumas,Texas
Duncanville,Texas
Eagle Lake,Texas
Eagle Pass,Texas
Early,Texas
Earth,Texas
East Bernard,Texas
Eastland,Texas
East Mountain,Texas
Easton,Texas
East Tawakoni,Texas
Ector,Texas
Edcouch,Texas
Eden,Texas
Edgecliff,Texas
Edgewood,Texas
Edinburg,Texas
Edmonson,Texas
Edna,Texas
Edom,Texas
El Campo,Texas
El Cenizo,Texas
Eldorado,Texas
Electra,Texas
Elgin,Texas
Elkhart,Texas
El Lago,Texas
Ellinger,Texas
Elmendorf,Texas
El Paso,Texas
Elsa,Texas
Emhouse,Texas
Emory,Texas
Enchanted Oaks,Texas
Encinal,Texas
Ennis,Texas
Escobares,Texas
Estelline,Texas
Euless,Texas
Eureka,Texas
Eustace,Texas
Evant,Texas
Everman,Texas
Fairchilds,Texas
Fairfield,Texas
Fair Oaks Ranch,Texas
Fairview,Texas
Falfurrias,Texas
Falls,Texas
Farmers Branch,Texas
Farmersville,Texas
Farwell,Texas
Fate,Texas
Fayetteville,Texas
Ferris,Texas
Flatonia,Texas
Florence,Texas
Floresville,Texas
Flower Mound,Texas
Floydada,Texas
Follett,Texas
Forest Hill,Texas
Forney,Texas
Forsan,Texas
Fort Stockton,Texas
Fort Worth,Texas
Franklin,Texas
Frankston,Texas
Fredericksburg,Texas
Freeport,Texas
Freer,Texas
Friendswood,Texas
Friona,Texas
Frisco,Texas
Fritch,Texas
Frost,Texas
Fruitvale,Texas
Fulshear,Texas
Fulton,Texas
Gainesville,Texas
Galena Park,Texas
Gallatin,Texas
Galveston,Texas
Ganado,Texas
Garden Ridge,Texas
Garland,Texas
Garrett,Texas
Garrison,Texas
Gary,Texas
Gatesville,Texas
Georgetown,Texas
George West,Texas
Gholson,Texas
Giddings,Texas
Gilmer,Texas
Gladewater,Texas
Glenn Heights,Texas
Glen Rose,Texas
Godley,Texas
Goldsmith,Texas
Goldthwaite,Texas
Goliad,Texas
Golinda,Texas
Gonzales,Texas
Goodlow,Texas
Goodrich,Texas
Gordon,Texas
Goree,Texas
Gorman,Texas
Graford,Texas
Graham,Texas
Granbury,Texas
Grandfalls,Texas
Grand Prairie,Texas
Grand Saline,Texas
Grandview,Texas
Granger,Texas
Granite Shoals,Texas
Granjeno,Texas
Grapeland,Texas
Grapevine,Texas
Grays Prairie,Texas
Greenville,Texas
Gregory,Texas
Grey Forest,Texas
Groesbeck,Texas
Groom,Texas
Groves,Texas
Groveton,Texas
Gruver,Texas
Gun Barrel,Texas
Gunter,Texas
Gustine,Texas
Hackberry,Texas
Hale Center,Texas
Hallettsville,Texas
Hallsburg,Texas
Hallsville,Texas
Haltom,Texas
Hamilton,Texas
Hamlin,Texas
Happy,Texas
Hardin,Texas
Harker Heights,Texas
Harlingen,Texas
Hart,Texas
Haskell,Texas
Haslet,Texas
Hawk Cove,Texas
Hawkins,Texas
Hawley,Texas
Hays,Texas
Hearne,Texas
Heath,Texas
Hebron,Texas
Hedley,Texas
Hedwig,Texas
Helotes,Texas
Hemphill,Texas
Hempstead,Texas
Henderson,Texas
Henrietta,Texas
Hereford,Texas
Hewitt,Texas
Hickory Creek,Texas
Hico,Texas
Hidalgo,Texas
Hideaway,Texas
Higgins,Texas
Highland Haven,Texas
Highland Park,Texas
Highland,Texas
Hill Country,Texas
Hillcrest,Texas
Hillsboro,Texas
Hilshire,Texas
Hitchcock,Texas
Holiday Lakes,Texas
Holland,Texas
Holliday,Texas
Hollywood Park,Texas
Hondo,Texas
Honey Grove,Texas
Hooks,Texas
Horizon,Texas
Horseshoe Bay,Texas
Houston,Texas
Howardwick,Texas
Howe,Texas
Hubbard,Texas
Hudson,Texas
Hudson Oaks,Texas
Hughes Springs,Texas
Humble,Texas
Hunters Creek,Texas
Huntington,Texas
Huntsville,Texas
Hurst,Texas
Hutchins,Texas
Hutto,Texas
Huxley,Texas
Idalou,Texas
Impact,Texas
Indian Lake,Texas
Industry,Texas
Ingleside,Texas
Ingleside on the Bay,Texas
Ingram,Texas
Iola,Texas
Iowa Colony,Texas
Iowa Park,Texas
Iraan,Texas
Iredell,Texas
Irving,Texas
Italy,Texas
Itasca,Texas
Ivanhoe,Texas
Jacinto,Texas
Jacksboro,Texas
Jacksonville,Texas
Jamaica Beach,Texas
Jarrell,Texas
Jasper,Texas
Jayton,Texas
Jefferson,Texas
Jersey,Texas
Jewett,Texas
Joaquin,Texas
Johnson,Texas
Jolly,Texas
Jones Creek,Texas
Jonestown,Texas
Josephine,Texas
Joshua,Texas
Jourdanton,Texas
Junction,Texas
Justin,Texas
Karnes,Texas
Katy,Texas
Kaufman,Texas
Keene,Texas
Keller,Texas
Kemah,Texas
Kemp,Texas
Kempner,Texas
Kendleton,Texas
Kenedy,Texas
Kenefick,Texas
Kennard,Texas
Kennedale,Texas
Kerens,Texas
Kermit,Texas
Kerrville,Texas
Kilgore,Texas
Killeen,Texas
Kingsbury,Texas
Kingsville,Texas
Kirby,Texas
Kirbyville,Texas
Kirvin,Texas
Knollwood,Texas
Knox,Texas
Kosse,Texas
Kountze,Texas
Kress,Texas
Krugerville,Texas
Krum,Texas
Kurten,Texas
Kyle,Texas
LaCoste,Texas
Lacy-Lakeview,Texas
Ladonia,Texas
La Feria,Texas
Lago Vista,Texas
La Grange,Texas
La Grulla,Texas
Laguna Vista,Texas
La Joya,Texas
Lake Bridgeport,Texas
Lake,Texas
Lake Dallas,Texas
Lake Jackson,Texas
Lakeport,Texas
Lakeside,Texas
Lake Tanglewood,Texas
Lakeview,Texas
Lakeway,Texas
Lakewood,Texas
Lake Worth,Texas
La Marque,Texas
Lamesa,Texas
Lampasas,Texas
Lancaster,Texas
La Porte,Texas
Laredo,Texas
Latexo,Texas
La Vernia,Texas
La Villa,Texas
Lavon,Texas
La Ward,Texas
Lawn,Texas
League,Texas
Leakey,Texas
Leander,Texas
Leary,Texas
Lefors,Texas
Leona,Texas
Leonard,Texas
Leon Valley,Texas
Leroy,Texas
Levelland,Texas
Lewisville,Texas
Lexington,Texas
Liberty,Texas
Liberty Hill,Texas
Lindale,Texas
Linden,Texas
Lindsay,Texas
Lipan,Texas
Little Elm,Texas
Littlefield,Texas
Little River-Academy,Texas
Live Oak,Texas
Liverpool,Texas
Livingston,Texas
Llano,Texas
Lockhart,Texas
Lockney,Texas
Log Cabin,Texas
Lometa,Texas
Lone Oak,Texas
Lone Star,Texas
Longview,Texas
Loraine,Texas
Lorena,Texas
Lorenzo,Texas
Los Fresnos,Texas
Los Indios,Texas
Los Ybanez,Texas
Lott,Texas
Lovelady,Texas
Lowry Crossing,Texas
Lubbock,Texas
Lucas,Texas
Lueders,Texas
Lufkin,Texas
Luling,Texas
Lumberton,Texas
Lyford,Texas
Lytle,Texas
Mabank,Texas
McAllen,Texas
McCamey,Texas
McGregor,Texas
McKinney,Texas
McLean,Texas
McLendon-Chisholm,Texas
Madisonville,Texas
Magnolia,Texas
Malakoff,Texas
Malone,Texas
Manor,Texas
Mansfield,Texas
Manvel,Texas
Marble Falls,Texas
Marfa,Texas
Marietta,Texas
Marion,Texas
Marlin,Texas
Marquez,Texas
Marshall,Texas
Mart,Texas
Martindale,Texas
Mason,Texas
Matador,Texas
Mathis,Texas
Maud,Texas
Maypearl,Texas
Meadow,Texas
Meadowlakes,Texas
Meadows Place,Texas
Megargel,Texas
Melissa,Texas
Melvin,Texas
Memphis,Texas
Menard,Texas
Mercedes,Texas
Meridian,Texas
Merkel,Texas
Mertens,Texas
Mertzon,Texas
Mesquite,Texas
Mexia,Texas
Miami,Texas
Midland,Texas
Midlothian,Texas
Midway,Texas
Milano,Texas
Mildred,Texas
Miles,Texas
Milford,Texas
Miller's Cove,Texas
Millsap,Texas
Mineola,Texas
Mineral Wells,Texas
Mingus,Texas
Mission,Texas
Missouri,Texas
Mobeetie,Texas
Mobile,Texas
Monahans,Texas
Mont Belvieu,Texas
Montgomery,Texas
Moody,Texas
Moore Station,Texas
Moran,Texas
Morgan,Texas
Morgan's Point,Texas
Morgan's Point Resort,Texas
Morton,Texas
Moulton,Texas
Mountain,Texas
Mount Calm,Texas
Mount Enterprise,Texas
Mount Pleasant,Texas
Mount Vernon,Texas
Muenster,Texas
Muleshoe,Texas
Mullin,Texas
Munday,Texas
Murchison,Texas
Murphy,Texas
Mustang Ridge,Texas
Nacogdoches,Texas
Naples,Texas
Nash,Texas
Nassau Bay,Texas
Natalia,Texas
Navarro,Texas
Navasota,Texas
Nazareth,Texas
Nederland,Texas
Needville,Texas
Nevada,Texas
Newark,Texas
New Berlin,Texas
New Boston,Texas
New Braunfels,Texas
Newcastle,Texas
New Chapel Hill,Texas
New Deal,Texas
New Fairview,Texas
New Home,Texas
New Hope,Texas
New London,Texas
New Summerfield,Texas
Newton,Texas
New Waverly,Texas
Neylandville,Texas
Niederwald,Texas
Nixon,Texas
Nocona,Texas
Nolanville,Texas
Nome,Texas
Noonday,Texas
Nordheim,Texas
Normangee,Texas
North Cleveland,Texas
Northlake,Texas
North Richland Hills,Texas
Novice,Texas
Oak Grove,Texas
Oak Leaf,Texas
Oak Point,Texas
Oak Ridge,Texas
Oak Ridge North,Texas
Oak Valley,Texas
Oakwood,Texas
O'Brien,Texas
Odem,Texas
Odessa,Texas
O'Donnell,Texas
Oglesby,Texas
Old River-Winfree,Texas
Olmos Park,Texas
Olney,Texas
Olton,Texas
Omaha,Texas
Onalaska,Texas
Opdyke West,Texas
Orange,Texas
Orange Grove,Texas
Orchard,Texas
Ore,Texas
Overton,Texas
Ovilla,Texas
Oyster Creek,Texas
Paducah,Texas
Paint Rock,Texas
Palacios,Texas
Palestine,Texas
Palisades,Texas
Palmer,Texas
Palmhurst,Texas
Palm Valley,Texas
Palmview,Texas
Pampa,Texas
Panhandle,Texas
Panorama,Texas
Pantego,Texas
Paradise,Texas
Paris,Texas
Parker,Texas
Pasadena,Texas
Pattison,Texas
Patton,Texas
Payne Springs,Texas
Pearland,Texas
Pearsall,Texas
Peaster,Texas
Pecan Gap,Texas
Pecan Hill,Texas
Pelican Bay,Texas
Penelope,Texas
Penitas,Texas
Perryton,Texas
Petersburg,Texas
Petrolia,Texas
Petronila,Texas
Pflugerville,Texas
Pharr,Texas
Pilot Point,Texas
Pine Forest,Texas
Pinehurst,Texas
Pine Island,Texas
Pineland,Texas
Piney Point,Texas
Pittsburg,Texas
Plains,Texas
Plainview,Texas
Plano,Texas
Plantersville,Texas
Pleak,Texas
Pleasanton,Texas
Pleasant Valley,Texas
Plum Grove,Texas
Poetry,Texas
Point,Texas
Point Blank,Texas
Point Comfort,Texas
Point Venture,Texas
Ponder,Texas
Port Aransas,Texas
Port Arthur,Texas
Port Isabel,Texas
Portland,Texas
Port Lavaca,Texas
Port Neches,Texas
Post,Texas
Post Oak Bend,Texas
Poteet,Texas
Poth,Texas
Pottsboro,Texas
Powell,Texas
Poynor,Texas
Prairie View,Texas
Premont,Texas
Presidio,Texas
Primera,Texas
Princeton,Texas
Progreso,Texas
Progreso Lakes,Texas
Prosper,Texas
Providence,Texas
Putnam,Texas
Pyote,Texas
Quanah,Texas
Queen,Texas
Quinlan,Texas
Quintana,Texas
Quitaque,Texas
Quitman,Texas
Ralls,Texas
Rancho Viejo,Texas
Ranger,Texas
Rankin,Texas
Ransom Canyon,Texas
Ravenna,Texas
Raymondville,Texas
Red Lick,Texas
Red Oak,Texas
Redwater,Texas
Refugio,Texas
Reklaw,Texas
Reno,Texas
Retreat,Texas
Rhome,Texas
Rice,Texas
Richardson,Texas
Richland,Texas
Richland Hills,Texas
Richland Springs,Texas
Richmond,Texas
Richwood,Texas
Riesel,Texas
Rio Bravo,Texas
Rio Grande,Texas
Rio Hondo,Texas
Rio Vista,Texas
Rising Star,Texas
River Oaks,Texas
Riverside,Texas
Road Runner,Texas
Roanoke,Texas
Roaring Springs,Texas
Robert Lee,Texas
Robinson,Texas
Robstown,Texas
Roby,Texas
Rochester,Texas
Rockdale,Texas
Rockport,Texas
Rocksprings,Texas
Rockwall,Texas
Rocky Mound,Texas
Rogers,Texas
Rollingwood,Texas
Roma,Texas
Roman Forest,Texas
Ropesville,Texas
Roscoe,Texas
Rosebud,Texas
Rose,Texas
Rose Hill Acres,Texas
Rosenberg,Texas
Ross,Texas
Rosser,Texas
Rotan,Texas
Round Mountain,Texas
Round Rock,Texas
Round Top,Texas
Rowlett,Texas
Roxton,Texas
Royse,Texas
Rule,Texas
Runaway Bay,Texas
Runge,Texas
Rusk,Texas
Sabinal,Texas
Sachse,Texas
Sadler,Texas
Saginaw,Texas
St. Hedwig,Texas
St. Jo,Texas
St. Paul,Texas
Salado,Texas
San Angelo,Texas
San Antonio,Texas
San Augustine,Texas
San Benito,Texas
Sanctuary,Texas
San Diego,Texas
Sandy Oaks,Texas
Sandy Point,Texas
San Elizario,Texas
San Felipe,Texas
Sanford,Texas
Sanger,Texas
San Juan,Texas
San Leanna,Texas
San Marcos,Texas
San Patricio,Texas
San Perlita,Texas
San Saba,Texas
Sansom Park,Texas
Santa Anna,Texas
Santa Clara,Texas
Santa Fe,Texas
Santa Rosa,Texas
Savoy,Texas
Schertz,Texas
Schulenburg,Texas
Scotland,Texas
Scottsville,Texas
Scurry,Texas
Seabrook,Texas
Seadrift,Texas
Seagoville,Texas
Seagraves,Texas
Sealy,Texas
Seguin,Texas
Selma,Texas
Seminole,Texas
Seven Oaks,Texas
Seven Points,Texas
Seymour,Texas
Shady Shores,Texas
Shallowater,Texas
Shamrock,Texas
Shavano Park,Texas
Shenandoah,Texas
Shepherd,Texas
Sherman,Texas
Shiner,Texas
Shoreacres,Texas
Silsbee,Texas
Silverton,Texas
Simonton,Texas
Sinton,Texas
Skellytown,Texas
Slaton,Texas
Smiley,Texas
Smithville,Texas
Smyer,Texas
Snook,Texas
Snyder,Texas
Socorro,Texas
Somerset,Texas
Somerville,Texas
Sonora,Texas
Sour Lake,Texas
South Frydek,Texas
South Houston,Texas
Southlake,Texas
Southmayd,Texas
South Mountain,Texas
South Padre Island,Texas
Southside Place,Texas
Spearman,Texas
Splendora,Texas
Spofford,Texas
Spring Branch,Texas
Springlake,Texas
Springtown,Texas
Spring Valley,Texas
Spur,Texas
Stafford,Texas
Stagecoach,Texas
Stamford,Texas
Stanton,Texas
Staples,Texas
Star Harbor,Texas
Stephenville,Texas
Sterling,Texas
Stinnett,Texas
Stockdale,Texas
Stockton Bend,Texas
Stratford,Texas
Strawn,Texas
Streetman,Texas
Sudan,Texas
Sugar Land,Texas
Sullivan,Texas
Sulphur Springs,Texas
Sundown,Texas
Sunnyvale,Texas
Sunray,Texas
Sunrise Beach,Texas
Sunset Valley,Texas
Sun Valley,Texas
Surfside Beach,Texas
Sweeny,Texas
Sweetwater,Texas
Taft,Texas
Tahoka,Texas
Talco,Texas
Talty,Texas
Tatum,Texas
Taylor,Texas
Taylor Lake,Texas
Taylor Landing,Texas
Teague,Texas
Tehuacana,Texas
Temple,Texas
Tenaha,Texas
Terrell,Texas
Terrell Hills,Texas
Texarkana,Texas
Texas,Texas
Texhoma,Texas
Texline,Texas
The Colony,Texas
The Hills,Texas
Thompsons,Texas
Thorndale,Texas
Thornton,Texas
Thorntonville,Texas
Thrall,Texas
Three Rivers,Texas
Throckmorton,Texas
Tiki Island,Texas
Timbercreek Canyon,Texas
Timpson,Texas
Tioga,Texas
Tira,Texas
Toco,Texas
Todd Mission,Texas
Tolar,Texas
Tomball,Texas
Tom Bean,Texas
Tool,Texas
Town of Pecos,Texas
Toyah,Texas
Trent,Texas
Trenton,Texas
Trinidad,Texas
Trinity,Texas
Trophy Club,Texas
Troup,Texas
Troy,Texas
Tulia,Texas
Turkey,Texas
Tuscola,Texas
Tye,Texas
Tyler,Texas
Uhland,Texas
Uncertain,Texas
Union Grove,Texas
Union Valley,Texas
Universal,Texas
University Park,Texas
Uvalde,Texas
Valentine,Texas
Valley Mills,Texas
Valley View,Texas
Van,Texas
Van Alstyne,Texas
Van Horn,Texas
Vega,Texas
Venus,Texas
Vernon,Texas
Victoria,Texas
Vidor,Texas
Vinton,Texas
Volente,Texas
Von Ormy,Texas
Waco,Texas
Waelder,Texas
Wake,Texas
Waller,Texas
Wallis,Texas
Walnut Springs,Texas
Warren,Texas
Waskom,Texas
Watauga,Texas
Waxahachie,Texas
Weatherford,Texas
Webberville,Texas
Webster,Texas
Weimar,Texas
Weinert,Texas
Weir,Texas
Wellington,Texas
Wellman,Texas
Wells,Texas
Weslaco,Texas
West,Texas
Westbrook,Texas
West Columbia,Texas
Westlake,Texas
West Lake Hills,Texas
Weston,Texas
Weston Lakes,Texas
West Orange,Texas
Westover Hills,Texas
West Tawakoni,Texas
West University Place,Texas
Westworth,Texas
Wharton,Texas
Wheeler,Texas
White Deer,Texas
Whiteface,Texas
Whitehouse,Texas
White Oak,Texas
Whitesboro,Texas
White Settlement,Texas
Whitewright,Texas
Whitney,Texas
Wichita Falls,Texas
Wickett,Texas
Willis,Texas
Willow Park,Texas
Wills Point,Texas
Wilmer,Texas
Wilson,Texas
Wimberley,Texas
Windcrest,Texas
Windom,Texas
Windthorst,Texas
Winfield,Texas
Wink,Texas
Winnsboro,Texas
Winona,Texas
Winters,Texas
Wixon Valley,Texas
Wolfe,Texas
Wolfforth,Texas
Woodbranch,Texas
Woodcreek,Texas
Woodloch,Texas
Woodsboro,Texas
Woodson,Texas
Woodville,Texas
Woodway,Texas
Wortham,Texas
Wylie,Texas
Yantis,Texas
Yoakum,Texas
Yorktown,Texas
Zavalla,Texas
Alpine,Utah
Alta,Utah
Altamont,Utah
Alton,Utah
Amalga,Utah
American Fork,Utah
Annabella,Utah
Antimony,Utah
Apple Valley,Utah
Aurora,Utah
Ballard,Utah
Bear River,Utah
Beaver,Utah
Bicknell,Utah
Big Water,Utah
Blanding,Utah
Bluff,Utah
Bluffdale,Utah
Boulder,Utah
Bountiful,Utah
Brian Head,Utah
Brigham,Utah
Brighton,Utah
Bryce Canyon,Utah
Cannonville,Utah
Castle Dale,Utah
Castle Valley,Utah
Cedar,Utah
Cedar Fort,Utah
Cedar Hills,Utah
Centerfield,Utah
Centerville,Utah
Central Valley,Utah
Charleston,Utah
Circleville,Utah
Clarkston,Utah
Clawson,Utah
Clearfield,Utah
Cleveland,Utah
Clinton,Utah
Coalville,Utah
Copperton metroship,Utah
Corinne,Utah
Cornish,Utah
Cottonwood Heights,Utah
Daniel,Utah
Delta,Utah
Deweyville,Utah
Draper,Utah
Duchesne,Utah
Dutch John,Utah
Eagle Mountain,Utah
East Carbon,Utah
Elk Ridge,Utah
Elmo,Utah
Elsinore,Utah
Elwood,Utah
Emery,Utah
Emigration Canyon metroship,Utah
Enoch,Utah
Enterprise,Utah
Ephraim,Utah
Erda,Utah
Escalante,Utah
Eureka,Utah
Fairfield,Utah
Fairview,Utah
Farmington,Utah
Farr West,Utah
Fayette,Utah
Ferron,Utah
Fielding,Utah
